Type	Task Name Original	Task Name	Status Migração	Data	obs
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD10_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD10_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD10_TREINO)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD10_TREINO	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_DELAYED)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_DELAYED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_FINAL)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_FINAL_DELAYED)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_FINAL_DELAYED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_FINAL_DELAYED_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_FINAL_DELAYED_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_FINAL_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_FINAL_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_TREINO)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD40_TREINO	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50_DELAYED)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50_DELAYED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50_FINAL)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50_FINAL_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50_FINAL_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50_PT1)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TOD50_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TRANSIT)	OW_SEDA_S_LOGISTIC.VW_BASE_MACHINE_LEARNING_TRANSIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_BETA_CAP_WH)	OW_SEDA_S_LOGISTIC.VW_BETA_CAP_WH	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CALC_QTY_PCS_HOUR)	OW_SEDA_S_LOGISTIC.VW_CALC_QTY_PCS_HOUR	Done	08/01/2026	
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CD_HOUR)	OW_SEDA_S_LOGISTIC.VW_CD_HOUR	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CELLO_DELIVERY_WITH_1ST_BK)	OW_SEDA_S_LOGISTIC.VW_CELLO_DELIVERY_WITH_1ST_BK	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CELLO_FUTHER_PROC_TRATADA)	OW_SEDA_S_LOGISTIC.VW_CELLO_FUTHER_PROC_TRATADA	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CELLO_TK_HUBS_TRATADA)	OW_SEDA_S_LOGISTIC.VW_CELLO_TK_HUBS_TRATADA	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CELLO_TK_HUBS_TRATADA_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_CELLO_TK_HUBS_TRATADA_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CELLO_TK_HUBS_TRATADA_PREVIEW_TOD50)	OW_SEDA_S_LOGISTIC.VW_CELLO_TK_HUBS_TRATADA_PREVIEW_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CELLO_TRK_DECISION_TREE)	OW_SEDA_S_LOGISTIC.VW_CELLO_TRK_DECISION_TREE	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CFP_HOUR)	OW_SEDA_S_LOGISTIC.VW_CFP_HOUR	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CM_HOUR)	OW_SEDA_S_LOGISTIC.VW_CM_HOUR	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_COCKPIT)	OW_SEDA_S_LOGISTIC.VW_COCKPIT	Done	08/01/2026	
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_CT_HOUR)	OW_SEDA_S_LOGISTIC.VW_CT_HOUR	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_1ST_BOOKING)	OW_SEDA_S_LOGISTIC.VW_D2C_1ST_BOOKING	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_2025)	OW_SEDA_S_LOGISTIC.VW_D2C_2025	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_AR_LOGISTICS)	OW_SEDA_S_LOGISTIC.VW_D2C_AR_LOGISTICS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_AR_LOGISTICS_2)	OW_SEDA_S_LOGISTIC.VW_D2C_AR_LOGISTICS_2	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_AR_LOGISTICS_NEW_PROJECTED)	OW_SEDA_S_LOGISTIC.VW_D2C_AR_LOGISTICS_NEW_PROJECTED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_AS_IS_FPC_RANKING)	OW_SEDA_S_LOGISTIC.VW_D2C_AS_IS_FPC_RANKING	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_CATEGORY_TRANSIT_ML)	OW_SEDA_S_LOGISTIC.VW_D2C_CATEGORY_TRANSIT_ML	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_GI_CONTROL)	OW_SEDA_S_LOGISTIC.VW_D2C_GI_CONTROL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_IN_TRANSIT_RDD)	OW_SEDA_S_LOGISTIC.VW_D2C_IN_TRANSIT_RDD	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_KPIS)	OW_SEDA_S_LOGISTIC.VW_D2C_KPIS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_KPIS_INSERT_MONTH)	OW_SEDA_S_LOGISTIC.VW_D2C_KPIS_INSERT_MONTH	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_KPIS_ML)	OW_SEDA_S_LOGISTIC.VW_D2C_KPIS_ML	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_LOG_NEW_BID_FPC_RANKING)	OW_SEDA_S_LOGISTIC.VW_D2C_LOG_NEW_BID_FPC_RANKING	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_LOGCOST_HIGHEST_CWGT_CATEGORY)	OW_SEDA_S_LOGISTIC.VW_D2C_LOGCOST_HIGHEST_CWGT_CATEGORY	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_LOGCOST_MGTM_SUBCARRIER_CELLO)	OW_SEDA_S_LOGISTIC.VW_D2C_LOGCOST_MGTM_SUBCARRIER_CELLO	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_NEW_BID_FPC_RANKING)	OW_SEDA_S_LOGISTIC.VW_D2C_NEW_BID_FPC_RANKING	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_NEW_BID_LTC_RANKING)	OW_SEDA_S_LOGISTIC.VW_D2C_NEW_BID_LTC_RANKING	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_RETURN_NEW_BID_FPC_RANKING)	OW_SEDA_S_LOGISTIC.VW_D2C_RETURN_NEW_BID_FPC_RANKING	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_D2C_SIT_NEW_BID_FPC_RANKING)	OW_SEDA_S_LOGISTIC.VW_D2C_SIT_NEW_BID_FPC_RANKING	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_DAYS_1STBK_IOD)	OW_SEDA_S_LOGISTIC.VW_DAYS_1STBK_IOD	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_DELIVERY_FAIL)	OW_SEDA_S_LOGISTIC.VW_DELIVERY_FAIL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_DELTA_T_LAST_MILE)	OW_SEDA_S_LOGISTIC.VW_DELTA_T_LAST_MILE	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_DEPARTURE_FOR_CUSTOMER)	OW_SEDA_S_LOGISTIC.VW_DEPARTURE_FOR_CUSTOMER	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_DM_D2C_LOGCOST_MANAGEMENT)	OW_SEDA_S_LOGISTIC.VW_DM_D2C_LOGCOST_MANAGEMENT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_DM_D2C_LOGCOST_MANAGEMENT_MX)	OW_SEDA_S_LOGISTIC.VW_DM_D2C_LOGCOST_MANAGEMENT_MX	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_DOS_DELAYED_EVENTS)	OW_SEDA_S_LOGISTIC.VW_DOS_DELAYED_EVENTS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_FINAL_PAINEL_HUBS_TESTE)	OW_SEDA_S_LOGISTIC.VW_FINAL_PAINEL_HUBS_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_FORECAST)	OW_SEDA_S_LOGISTIC.VW_FORECAST	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_FORECAST2)	OW_SEDA_S_LOGISTIC.VW_FORECAST2	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_FORECAST3)	OW_SEDA_S_LOGISTIC.VW_FORECAST3	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_FREIGHT_TEST)	OW_SEDA_S_LOGISTIC.VW_FREIGHT_TEST	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_GI_DATE)	OW_SEDA_S_LOGISTIC.VW_GI_DATE	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_HC)	OW_SEDA_S_LOGISTIC.VW_HC	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_HC_ALE)	OW_SEDA_S_LOGISTIC.VW_HC_ALE	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IN_TRANSIT_EVENTS)	OW_SEDA_S_LOGISTIC.VW_IN_TRANSIT_EVENTS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IN_TRANSIT_HUBS_TESTE)	OW_SEDA_S_LOGISTIC.VW_IN_TRANSIT_HUBS_TESTE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IN_TRANSIT_REPORT)	OW_SEDA_S_LOGISTIC.VW_IN_TRANSIT_REPORT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IN_TRANSIT_REPORT_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_IN_TRANSIT_REPORT_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IOD_LAST_MILE_PREDICTED)	OW_SEDA_S_LOGISTIC.VW_IOD_LAST_MILE_PREDICTED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IOD_POD_INBOUND)	OW_SEDA_S_LOGISTIC.VW_IOD_POD_INBOUND	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IOD_PREDCTION)	OW_SEDA_S_LOGISTIC.VW_IOD_PREDCTION	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IOD_SAME_DAY)	OW_SEDA_S_LOGISTIC.VW_IOD_SAME_DAY	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_IOD_SAME_DAY2)	OW_SEDA_S_LOGISTIC.VW_IOD_SAME_DAY2	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ITTP_INBOUND)	OW_SEDA_S_LOGISTIC.VW_ITTP_INBOUND	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_LAST_UPDATED_TABLES)	OW_SEDA_S_LOGISTIC.VW_LAST_UPDATED_TABLES	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_LONG_TERM_SIT)	OW_SEDA_S_LOGISTIC.VW_LONG_TERM_SIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_ALL_TRK)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_ALL_TRK	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_ALL_TRK_PT1)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_ALL_TRK_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_FP)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_FP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_FP_PT1)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_FP_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_GI)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_GI	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_GI_PT1)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_GI_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_TRK)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_TRK	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_TRK_PT1)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_TRK_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_TRK_TOD50)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_TRK_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_TRK_TOD50_PT1)	OW_SEDA_S_LOGISTIC.VW_MACHINE_LEARNING_CELLO_TRK_TOD50_PT1	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_MEDIA_SIGMA)	OW_SEDA_S_LOGISTIC.VW_MEDIA_SIGMA	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_NEW_ETA_CALCULATED)	OW_SEDA_S_LOGISTIC.VW_NEW_ETA_CALCULATED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_OCCURRENCE_RETURNS)	OW_SEDA_S_LOGISTIC.VW_OCCURRENCE_RETURNS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_OPEN_RETURN_NERP)	OW_SEDA_S_LOGISTIC.VW_OPEN_RETURN_NERP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_OPEN_SO)	OW_SEDA_S_LOGISTIC.VW_OPEN_SO	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ORDER_LIFE)	OW_SEDA_S_LOGISTIC.VW_ORDER_LIFE	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ORIGIN_PLANT_STORAGE)	OW_SEDA_S_LOGISTIC.VW_ORIGIN_PLANT_STORAGE	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_FINAL_HUBS)	OW_SEDA_S_LOGISTIC.VW_PAINEL_FINAL_HUBS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_DELAYED)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_DELAYED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_FINAL)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_FINAL	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IN_TRANSIT)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IN_TRANSIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IN_TRANSIT_ALL_TRK)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IN_TRANSIT_ALL_TRK	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IN_TRANSIT_ATRASADOS)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IN_TRANSIT_ATRASADOS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IN_TRANSIT_DELAYED)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IN_TRANSIT_DELAYED	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IOD)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IOD	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IOD_ACUM)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IOD_ACUM	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IOD_ACUM_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_IOD_ACUM_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_ON_TIME)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_ON_TIME	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_ON_TIME_ACUM)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_ON_TIME_ACUM	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_ON_TIME_ACUM_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_ON_TIME_ACUM_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_PREVIEW_NEW)	OW_SEDA_S_LOGISTIC.VW_PAINEL_HUBS_PREVIEW_NEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_PEDIDOS_MX_ZIP)	OW_SEDA_S_LOGISTIC.VW_PEDIDOS_MX_ZIP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_REDESPACHO)	OW_SEDA_S_LOGISTIC.VW_REDESPACHO	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_RETURN_CLAIM_OCCR)	OW_SEDA_S_LOGISTIC.VW_RETURN_CLAIM_OCCR	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_RETURN_OCCURRENCES)	OW_SEDA_S_LOGISTIC.VW_RETURN_OCCURRENCES	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_RETURN_REPORT)	OW_SEDA_S_LOGISTIC.VW_RETURN_REPORT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_REVERSAO_ATRASOS)	OW_SEDA_S_LOGISTIC.VW_REVERSAO_ATRASOS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ST_GORDURA_VTEX)	OW_SEDA_S_LOGISTIC.VW_ST_GORDURA_VTEX	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ST_GORDURA_VTEX_PREVIEW)	OW_SEDA_S_LOGISTIC.VW_ST_GORDURA_VTEX_PREVIEW	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ST_MONTH_AVG_GI)	OW_SEDA_S_LOGISTIC.VW_ST_MONTH_AVG_GI	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_STO_STATUS)	OW_SEDA_S_LOGISTIC.VW_STO_STATUS	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_TESTE_SUBVIEW_1)	OW_SEDA_S_LOGISTIC.VW_TESTE_SUBVIEW_1	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_TESTE_SUBVIEW_2)	OW_SEDA_S_LOGISTIC.VW_TESTE_SUBVIEW_2	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_TOD50)	OW_SEDA_S_LOGISTIC.VW_TOD50	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_TOD50_CFP)	OW_SEDA_S_LOGISTIC.VW_TOD50_CFP	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_TRK_TEAM_IN_TRANSIT)	OW_SEDA_S_LOGISTIC.VW_TRK_TEAM_IN_TRANSIT	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_TRK_TEAM_OCC)	OW_SEDA_S_LOGISTIC.VW_TRK_TEAM_OCC	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_TRK_TEAM_OCC_OTD)	OW_SEDA_S_LOGISTIC.VW_TRK_TEAM_OCC_OTD	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_UNION_D2C_MASTER)	OW_SEDA_S_LOGISTIC.VW_UNION_D2C_MASTER	To be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC.VW_ZIP_TOP)	OW_SEDA_S_LOGISTIC.VW_ZIP_TOP	To be migrated		
VIEW	(VIEW - CON_SEDA_S_SCM.VW_D2C_CELLO_WH_PGI_REPORT)	CON_SEDA_S_SCM.VW_D2C_CELLO_WH_PGI_REPORT	Not to be migrated		
VIEW	(VIEW - CON_SEDA_S_SCM.VW_WH_CARRIER_CAPA_MONITOR_V2)	CON_SEDA_S_SCM.VW_WH_CARRIER_CAPA_MONITOR_V2	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.AR_FBL5N_ANALYSIS)	OW_SEDA_S_LOGISTIC_SCM.AR_FBL5N_ANALYSIS	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.DM_D2C_LOGCOST_VISIBILITY)	OW_SEDA_S_LOGISTIC_SCM.DM_D2C_LOGCOST_VISIBILITY	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_AR_JOIN)	OW_SEDA_S_LOGISTIC_SCM.FT_AR_JOIN	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_AR_VTEX)	OW_SEDA_S_LOGISTIC_SCM.FT_AR_VTEX	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_ASSIGNMENT_CLEANED)	OW_SEDA_S_LOGISTIC_SCM.FT_ASSIGNMENT_CLEANED	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_ASSIGNMENT_CLEANED_FOUND)	OW_SEDA_S_LOGISTIC_SCM.FT_ASSIGNMENT_CLEANED_FOUND	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_CELLO_IOD_TOTAL)	OW_SEDA_S_LOGISTIC_SCM.FT_CELLO_IOD_TOTAL	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_FBL5N_ARRAY)	OW_SEDA_S_LOGISTIC_SCM.FT_FBL5N_ARRAY	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_FBL5N_BASE)	OW_SEDA_S_LOGISTIC_SCM.FT_FBL5N_BASE	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_FBL5N_DELAYED)	OW_SEDA_S_LOGISTIC_SCM.FT_FBL5N_DELAYED	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_FBL5N_FORMAT)	OW_SEDA_S_LOGISTIC_SCM.FT_FBL5N_FORMAT	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_JOIN_OPEN_ITEMS)	OW_SEDA_S_LOGISTIC_SCM.FT_JOIN_OPEN_ITEMS	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_MISSING_ASSIGNMENT)	OW_SEDA_S_LOGISTIC_SCM.FT_MISSING_ASSIGNMENT	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_OPEN_ITEMS)	OW_SEDA_S_LOGISTIC_SCM.FT_OPEN_ITEMS	Not to be migrated		
VIEW	(VIEW - OW_SEDA_S_LOGISTIC_SCM.FT_SO_DO_AMT)	OW_SEDA_S_LOGISTIC_SCM.FT_SO_DO_AMT	Not to be migrated		
